label,review
1,A very good read. Apparently Elizabeth Taylor was the love of his life. He couldn't stop mentioning her!
0,GREAT PRODUCT... HAVE HAD CORELLE FOR YEARS!!WONDERFUL PRODUCT!
0,"Needed something so my 3 cats can't go swimming in the water. This is the only one they will go swimming in. I am using it for the first time in a long time now. They are still swimming in the water, but it's not very active. The cats LOVE this food. They have a variety of things in the house and it is a great way to get them to eat."
1,"Removed one star because it's not a tool-less design.

The screws are *tiny*, but they included a cute little screwdriver so they get points for that."
1,Not sure what scale this batmobile was made at but it sure is very large.  Finding a display case will not be easy.  Arrived packaged well in a box that was an appropriate size to deliver in.  Arrived on time also.
0,"Very nice shirt, the color, and the style are very comfortable.

The only reason I ordered this is because I had to send it back. The shirt itself is a great quality and"
0,I bought this because of the size and quality of this item. My dog loves this and we have two small dogs and I am very happy with the purchase. The material is nice and soft and it is easy to clean. I wish it was stronger so it would have been more durable. I also wish it had a locking mechanism so it would have been more secure. My dogs love to chew on the items and they seem to like it too. I have used this for years and I have no complaints. I love these for our little finicky cat who is super picky. She eats them every day and they are great for keeping her busy.
0,"I love P&P renditions, but this book was an exception. I didn't feel like I was missing anything. There was a lot of detail and the characters were very well developed. I enjoyed this book and look forward to reading more from this author.This is a good story. The characters are well developed. The story is well written and the story is very well told. The ending is satisfying and I will be"
0,I used this on a small table saw with a bit of a twist to it. It has a nice
1,"So this is real-life anime. Wow. I'm stunned. Where Perfect Blue and Millennium Actress failed, Tokyo Godfathers greatly achieves. I loved this film. It's real-life anime with characters most of us have been at one time. We've all struggled--some to the point of being homeless. We've all had defeating family issues. And we've all wanted nothing more than to get away; this movie captures both that fantasy and that reality in one anime package.

And the story itself is touching. How can you not feel for these homeless people as they struggle to get a child back to its rightful mother? These three very unique individuals struggle to no end, facing bodily harm, organized crime, AIDS, and a possessive father, just to get this tiny little child to a safe place, a home, where it can be loved. And all of their efforts comes across as genuine. Excellent."
1,"A most inspirational and fascinating journey through time. I received Agincourt as a gift and looked forward to reminding myself of my favorite Shakespeare Henry V quotes:  For instance on receiving tennis balls from the Dauphin of France, an unfunny French joke, Henry V said ""His jest will savour but of shallow wit, When thousands more weep than did laugh at it,"" or the classic rabble rouser before the battle ""For he today that sheds blood with me Shall be my brother;  be he ne'er so vile. ""  Barker strips the theatre from history. Her account is a fascinating exploration into the ambiguous political circumstances, the chivalry, the gruesome common sense strategy of war and above all the extraordinary courage and single-minded determination of one man. Anyone facing the toughest challenges, against insurmountable odds, should read Agincourt!  And when it gets tough ""Remember King Harry."
0,2 year old grandson loved it. The pieces are sturdy and the puzzle is well made.
0,"These are great for our little ones and they love them!

The only reason I gave this a 5 stars is"
0,Just OK. Am buying a second set.I love these containers.  They work well and look
1,"Such a great, quality board. Perfect size, light weight and easy to transport!"
1,I would like to have back the hours wasted reading this book. Totally unlike any Koontz book I have ever read.
1,"As usual, Ms. Buroker delivers an action packed and yet thought provoking tale.  Now, on to enjoy  her next story!"
0,"I have owned this item for a couple years now and I have used it for a few hours. It is sturdy and the plastic parts are solid and the plastic part is a very sturdy piece. It is still going strong, I am very pleased.I bought this to replace a broken one I bought a year ago. I did not want the old one to become a complete mess. I wanted a great item to replace a broken one that I had. I purchased this item for my daughter's wedding party. It is very beautiful. I am very happy with it. I just wish it had a more attractive lid. I have used it a couple of times. It is a good size and I like it. I would recommend to anyone.Very good quality. Very thin. I will be buying another one.This is a very good price.  I would recommend this to anyone.  I have not had any issues with it.Very nice looking.  I have not had any problems with it.  The only thing I have been unhappy with is that the cover is not exactly smooth.  I was very disappointed in the quality of the cover.  It is very thin and does not have any protection.  It is very hard to put together.  I would not recommend it.I got this in the middle of the night on my first night of sleep. It arrived on time. It is a bit"
0,"Cheaply made.  But it looks good and the materials are good.  If you have a couple of other items in the house,"
0,Exactly what we were looking for. The pieces are sturdy and the puzzle is well made.  The pieces are not very detailed but the pieces are sturdy
1,"Once again the Mess Woods book opens more questions than she answers. In this second novel the Incorrigible Children are brought to London, the rest is a merry chase."
1,Exactly what I needed to complete the new audio head installation on my wife's 2011 Subaru Outback.
0,"Eva, a young widow and a widower with a history of abuse. When her husband returns to the States, she is left with a handsome and wealthy man who has a great deal of money to spend.  It takes a long time for her to realize her true self.

This is a fast paced read, the heroine has a great deal of trouble with her family"
1,I would wear this in a minute is it were a size 16.  Look fantastic on the American Girl doll..  Good purchase.
0,"Hopefully we never have to go back to the old bulb.

If you have been following the"
1,"I thought they would be bigger, but they were a hit at our vegas party. Occasionally money gets stuck in machine"
0,I was moved by the story line and the acting. I saw it for the first time and was so
0,"they do clean the wire, and it's fine.  I also love that it's been one of the"
0,squeaker was very loud.  We have had the long version for a couple of weeks now and he is a very active dog and I am very happy
0,Lightning fast shipping. Excellent customer service. Item was packaged well.
0,"It's a WiFi-to-ethernet adapter. If you have the internet, you can't connect to a router through the adapter. If you don't, then you can't connect to a router through the adapter. The adapter is in a large, multi-sided plastic bag with two large holes for the ethernet cable and a small pouch for the ethernet cable and ethernet adapter. It also has a small pouch for the ethernet cable and ethernet adapter. This adapter is very convenient for me to use for a long time. I use it with my ipad and wi-fi and it works great. I like that it has a small slot for my usb 3. 0 drive. I like that it has a small ""plug"" for the ethernet cable and ethernet adapter. It has a small ""plug"" for the ethernet cable and ethernet adapter."
1,Love this tea set as does my 2 1/2 year old. She never tires of tea parties and I don't have to worry that she's playing with toxic plastic!!
1,"I don't know why the picture looks the way it does, the real necklace looks like your standard plastic crystal necklace, its very pretty and durable."
1,"I have kitchen towels with and without hanging tabs, so I needed a good clip to hang them on.  I looked at some previous reviews that said that the towels slipped through the gap with this item, but I haven't found that to be a problem at all.  Maybe my towels are more hefty than the other reviewers.

The adhesive is absoutely solid, no slipping even when I've had water spashover from the sink above.  They look great and they hold my kitchen towels perfectly.  I've had them now for several months."
1,"Love, Lucy was a great book that I read along with my friends. There is travel, romance, college life, and self-discovery. I liked seeing Italy through Lucy's eyes and falling in ""something"" with Jesse Palladino. He definitely is crush-worthy.

One of my favorite terms from Love, Lucy was ""vacation flirtation"" - referring to the quick romance you experience while on vacation. This sounds like something my best friend and I would have termed.

I liked this story so much. There were times that I wanted more development, more answers to questions that I had about secondary characters, but I thoroughly enjoyed it.

Five Things I Want to Do After Reading Love, Lucy

  1. Travel abroad. This is a given. Grab a backpack and go!
  2. Watch Roman Holiday. Lucy mentions it a few times and recreates a scene for a picture. I've never seen it and now I want to.
  3. Read A Room with a View by E.M. Forster. Love, Lucy is an adaptation
  4. Watch a live musical. Or maybe just sing along loudly to a musical soundtrack.
  5. Read more books by April Lindner."
0,My 2yr old Son LOVES this toy and the materials are good.  He loves the music and the lights.  He is very happy with
1,my kids absolutly love legos! they play with them all day everyday! legos were packaged just right and easy to open! :)
1,"This sleeper is very high quality.  It is soft and cute, and very easy to put on and take off for diaper changes.  I highly recommend this for your child! ADORABLE!"
0,My cat had never had a problem with the food. I will keep feeding him this stuff and he will be fine. The only thing I can say is that it does take a little time to adjust to his new diet. I will keep feeding him this stuff for a while and hope it helps.I love this bed!
1,I love this cup!  It's well made and the color is excellent.  Perfect for my coffee in the morning surrounded by all my little owls in the sun room! :)
0,I've been in a mood of an angry mob and decided I need to make a change.  I wasn't too sure about the idea at first but the beginning of the book I was hooked.  I can't wait to read more from this author.  I recommend this book for anyone who likes to read with a sense of humor.  I received a free copy of this book from the author in exchange for an honest review.This was a great book. I love the characters and the way the author takes the
0,"Mayans vs. American Indians? Why not an American Indian?

From a historical perspective, this one is a very interesting fight. The American Indians were the majority of the fighters, and it's worth seeing. It's not a great fight, but it is one that has you coming back for more.

The American Indians vs. Indian was a very interesting fight. The Indians were the most brutal in the fight, and the American Indians"
0,"Monica and Erin know something else. The chemistry between these two is palpable, and the way they share a common bond is amazing. I loved the fact that the two were able to go through so much and be together without feeling guilty about it. This is a wonderful series that I can't wait to read more from this author. I have loved every book in this series."
1,THIS PRODUCT IS SIMPLY AMAZING AND SO HELPFUL!!! I am always screwing up the tips of screws when i am doing woodworking! LOVE this!!!!!
0,"Easily one of the best stories of the year.  I will admit that I was a bit nervous about reading this story.  The characters were very well developed, the story was interesting and it"
0,"Adjusted it with the supplied spacer and the chain stays in place. Nice bag for the money. I bought this for a friend, and he is a big fan. I used it to make a little makeshift camp stove in our basement. He liked it so much that he bought one for him. He will probably use it for a lot of things. It is made of very high quality materials and seems to last for quite a while."
0,This is truly top of the line and the materials are good.  The only reason I gave it 4 stars
0,"This book is so very good.  It's a good history book for a beginner.  It is so informative.  I am a big fan of the ""War of the Worlds"" series.  It is a good historical book for a beginner.  It is very good"
1,"Blade and footbed is supple, appears comfortable. Sizing, however, is off for me.
Seems designed for a narrow forefoot, but heel is loose.
I have a long foot without a lot of meat on it; I wear size 11.5 running shoes & sometimes a 12 if I add inserts.
These fins (size 10-11) were a good bit too big, even with a 2mm neoprene sock added.  Item sent back."
1,I absolutely love this harness for my Yorkies. So nicely made and pretty! I always used harnesses on them and I really LOVE how this one fits and looks. It is not cheaply made like some I have purchased in the stores. Im ordering another one for my other yorkie.
0,"Great way to get quick and dirty water.  I've tried other filters, but this one is the best.  The plastic part is very sturdy, and the cover is very sturdy.  The only complaint is that the"
0,This hammock is the size that will fit the long legs of a Giro bike. It has a nice two-person fold-down design and is light and easy to take on and off. It is also very comfortable to sit on. The construction is very sturdy and the fabric is also very strong. The hammock is made of a very durable material and is very strong. I will say that I will probably not buy this hammock again. I have a hard time finding hammocks that have a strong construction. I would definitely recommend this hammock for anyone who needs a hammock that will last a long time. I used this for a couple of months and it did not break. I did have some problems with the belt being pulled tight around the waist. I also had a few issues with the belt not fitting properly. I have no idea how to fix this. I will update this post if I find a way to fix it. My only other complaint is that the handle is a little loose. If you have a large handle and it's loose you will feel a little pressure on your hands. If you have a large handle and it's loose it will be harder to grip the handle.
1,I wrote a review b4 but Amazon didn't accept it(I was horribly angry). So it wasn't published. I bought this costume for my 4yro daughter who was In love with it. Me I hated it. It's very shiny like foil. It tore in one day and kept tearing. It was a little big but that's how I wanted so it'll last. I threw it in the trash about 4 months after purchasing it. It really isn't sturdy or tasteful.  Hope you like my review now Amazon. Wish I took a pic of it before I threw it away.
1,"Love Prime, this product makes water changes so easy and no worries about killing y fish."
1,A simple to learn risk/reward dice rolling game that is loads of fun. A great edition to any gaming group at a great price.
1,Love the grips- fit just right and was very easy to put on.
1,"Had to rate this because my daughter thinks those fingerless  spiderman gloves are the coolest thing on the planet.  I don't think she has even tried on the pads, but she's all over those little gloves.  I would buy this again just for those silly gloves.

I have had some other parents tell my that their kids liked fingerless gloves.  I remember liking fingerless glove when i was a kid, actually I have a nice pair as an adult, they are just cool, so get some."
0,"I just received this black pair of T-shirts. I normally wear a size 10 and ordered a size 6. 5. I am a 32D, and the shirt is very large. I am extremely pleased with the quality and the fit. I would recommend this to anyone. I love these shoes. They are comfortable and comfortable."
1,"Great fit. I recommend spending a bit more to buy these high quality gloves, instead of burning through pair after pair of the cheaper gloves. I found that I kept wearing holes in the fingertips of the other gardening gloves, resulting in fingernails full of dirt. These have reinforced fingertips."
1,I wore this for less than a week and the center popped right off. Very disappointing.
0,"It is so good to know what you are going through.

If you have been following the story from the"
0,"the bow actually stays in the bow, the wooden part is a little flimsy, but the bow is so sturdy that it's not worth"
0,Oh wow this is an amazing book and the writing is amazing.  This is the first book by this author and the first I have read by her.
1,"In the age of digital revolution that metamorphosed photography for ever there is little reason to buy an analog product. A product with a large size and cumbersome function. rather than take hundreds of photos before you think of changing your memory card you are limited to 10 small expensive prints.
So why did I buy it. And how come did I give it five stars. Will here are the reasons;
1. I had realistic expectations for what I was getting into.
2. I love photography in all it's shapes and forms.
3. Again I had realistic expectation.
4. I'm into fun stuff
5. I'm sentimental for the old days.
look at reasons 1 and 3 again. some people buy things with inflated expectations and then get disappointed with what they have.
Honestly the photo quality was way way much better than I expected. The colors are vivid and vibrant and the focus is really sharp. The camera has for simple different settings for light conditions and an automatic flash which did a really good job for foreground lighting. The photos are small but that was a compromise I'm willing to make. They are expensive $1 per print, to me that makes them more precious.
In this day of digital we are so used to click click click with our digital cameras and our cellphones. We take thousands of photos and print literally zeros. The photos we take are free so we don't think twice of click click click. With this Polaroid and $1 per print price tag I enjoyed the click and the ""Shake it like a Polaroid picture"" and the sharing with others. It is really really fun.
But I have no illusions. And I want you to have none. This is a novelty / speciality item. It will not replace my DSLR or my point and shooter it will compliment them and thus I'm really happy with my purchase and if you buy this camera with a realistic expectations and if you are a sentimental guy/gal you will enjoy it like I am."
1,Stopped working after 2 weeks. The company had tech support call and they fixed it. I was impressed. They care for the customers!!!!!!!
0,This book was unlike anything I have read in a long time.  This is the first book in a series and the first I have read by this author.  I was very impressed with the writing style and the characters.  I was also very impressed with the story line.  I love a good mystery with a
0,Easy to use for small jobs. The only problem is that it's not really a strong one.
0,"I did not expect much more than the quality and quality of the product, but I am not complaining. The blades are nice, solid and sharp, and the blade is very sturdy. The blades are not in the way, they are very thin and don't seem to have the edge that they are used to. I would not recommend this product to anyone looking for a blade for a keychain or keychain holder. Great. I like that the spring is spring loaded and that the clips are easy to change. I love that it has a built in locking mechanism and that it can be programmed to either lock or unlock. I have not had a problem with any of the other attachments. The only issue I have is the battery compartment is not holding a charge."
1,"Merc is made of hard, clunky plastic. He is a larger size toy, not typical action figure size, so that was nice to see. He is nice for smaller toddler hands, as well as older kids. Telecoping eyes work and he has 8 different sayings. Miles can ride on top of him, if you have him as well. He will stand on his own without falling over. My only worry with it is that it seems like if you would drop him on a hard surface, the hard plastic could crack. Other than that, I think and Miles from Tomorrowland fan will love him."
1,I gave this 4 stars because it seems like a good story.  The problem was that it just isn't the kind of story I am interested in.  I made it about half way through but just couldn't go on. I am sure others will enjoy it.
1,Truly enjoyed Season 1 and found Season 2 as enjoyable. Same timeframe as Downtown Abby just a different class of people.
1,"It appears that Arcos has skimped to make this a cheaper model. A MAJOR negative that the potential capacity is really a lot less than perceived. This is due to the inconceivable absence of ANY expansion via SDHC cards or any other flash cards. The greatly limits flexibility. It is always an important idea to leave a considerable amount of empty space on the locked up, internal flash of the unit, as performance several degrades, as the internal flash fills up. As it gets around 70%, besides the performance issues, sort issues, there is a much grater chance of database and OS, issues, because of the needing of large work areas, that are not available. Not allowing external expansion from SDHC, truly helps this situation. I guess this also forces Archos customers to HAVE to get propriatary Archos units and drives to expand at all. Skip this unit (however DON'T get a Ipod)."
1,"I'm using this with a Lutron dimmer that I got on sale and it does pretty well. It can dim down significantly before I notice flicker (and it's not that bad even then and no worse than most any other bulb). I don't hear any high-pitched noise from it like I have with some light bulbs when dimmer (I haven't scrutinized it that closely I suppose, but some lights are so noisy when dimmed that it's hard to ignore).

It's got a pretty wide angle and is as good or better in that regard to the halogen it replaced. I have one of these in the ceiling of a room about 8'x8' (which is fairly small) and it is easily sufficient for the whole room."
0,Great quality and it looks nice. The only problem is that it comes with a small screw driver.
1,"Ive bought all kinds of gloves to help me walk and blow snow in our Chicago winter. Nothing with fingers worked, but these mittens have kept my hands toasty even when blowing snow in negative temps with a high wind. Theyre not even that expensive. Love these."
1,GO TO  PLAY STORE TYPE IN  PSTEC  8 MIN TO GET RID OF A BAD MEMORIE  YOU WONT BELIEVE IT
1,"Actually, with this electronic headset for hearing protection, I'm able to hear everything going on around me. Nice feature to be able to adjust the volume setting you're comfortable with & no matter how high the setting is, you'll appreciate the noise cancellation when your shooting your firearms. The design is practical & comfortable. I've had these on for hours with no discomfort or irritation. If you're in a pinch for space to put these, they fold in to a very manageable size that can easily be placed in your range bag. One thing to note: you'll discover that placing the battery on each side of the headset is a little challenging. By that I mean you have to be a little forceful to pry the cushioned ear piece from the plastic headphone. Once you do the first one the second will be much easier. Other than that little bump in the road, this is a terrific product that I would highly recommend to interested parties."
1,Bought for my daughter's Barbie collection.  She was so thrilled to get this for her birthday.
